step	Energy 					Momentum
1160  1.0037450172412838e+00  1.2549811075959421e+00
1161  1.0037450172412847e+00  1.2579176158223215e+00
1162  1.0037450172412874e+00  1.2563130528060293e+00
1163  1.0037450172412827e+00  1.2555888127539574e+00
1164  1.0037450172412858e+00  1.2556020284898723e+00
1165  1.0037450172412845e+00  1.2546461750494711e+00
1166  1.0037450172412847e+00  1.2547077656176040e+00
1167  1.0037450172412887e+00  1.2554363570028368e+00
1168  1.0037450172412816e+00  1.2577480981940465e+00
1169  1.0037450172412865e+00  1.2573842868036413e+00
1170  1.0037450172412827e+00  1.2551868870216141e+00
1171  1.0037450172412858e+00  1.2549573844973076e+00
1172  1.0037450172412821e+00  1.2553189654209278e+00
1173  1.0037450172412823e+00  1.2549773872076577e+00
1174  1.0037450172412863e+00  1.2540876138958372e+00
1175  1.0037450172412867e+00  1.2530238634702053e+00
1176  1.0037450172412838e+00  1.2557083368642286e+00
1177  1.0037450172412832e+00  1.2542397076750276e+00
1178  1.0037450172412818e+00  1.2537813505210991e+00
1179  1.0037450172412827e+00  1.2550444741988744e+00
1180  1.0037450172412818e+00  1.2566816410221631e+00
1181  1.0037450172412872e+00  1.2553657597377001e+00
1182  1.0037450172412850e+00  1.2543341817463798e+00
1183  1.0037450172412823e+00  1.2558957090360416e+00
1184  1.0037450172412870e+00  1.2542044170735367e+00
1185  1.0037450172412838e+00  1.2547496637189748e+00
1186  1.0037450172412841e+00  1.2545159317646846e+00
1187  1.0037450172412870e+00  1.2554483929375870e+00
1188  1.0037450172412872e+00  1.2575981661908944e+00
1189  1.0037450172412845e+00  1.2556071200815317e+00
1190  1.0037450172412830e+00  1.2566438007001741e+00
1191  1.0037450172412843e+00  1.2545677052488531e+00
1192  1.0037450172412898e+00  1.2532931813682655e+00
1193  1.0037450172412841e+00  1.2554466445785206e+00
1194  1.0037450172412841e+00  1.2542146773005047e+00
1195  1.0037450172412863e+00  1.2519577191686531e+00
1196  1.0037450172412836e+00  1.2547731500931665e+00
1197  1.0037450172412870e+00  1.2542913182736755e+00
1198  1.0037450172412843e+00  1.2566887993072169e+00
1199  1.0037450172412812e+00  1.2560397616148238e+00
1200  1.0037450172412865e+00  1.2572998245517943e+00
1201  1.0037450172412872e+00  1.2563320438027239e+00
1202  1.0037450172412847e+00  1.2544629202232576e+00
1203  1.0037450172412890e+00  1.2547330588431580e+00
1204  1.0037450172412850e+00  1.2546041164356243e+00
1205  1.0037450172412832e+00  1.2539352914582031e+00
1206  1.0037450172412821e+00  1.2545642942192299e+00
1207  1.0037450172412827e+00  1.2543541381028045e+00
1208  1.0037450172412825e+00  1.2543796959626508e+00
1209  1.0037450172412863e+00  1.2539670638559821e+00
1210  1.0037450172412821e+00  1.2562868450984881e+00
1211  1.0037450172412854e+00  1.2552671228667622e+00
1212  1.0037450172412852e+00  1.2562409309986020e+00
1213  1.0037450172412847e+00  1.2557666629429474e+00
1214  1.0037450172412821e+00  1.2548955882024109e+00
1215  1.0037450172412867e+00  1.2562807167596823e+00
1216  1.0037450172412841e+00  1.2555094064727759e+00
1217  1.0037450172412841e+00  1.2546189151501383e+00
1218  1.0037450172412843e+00  1.2542044193195394e+00
1219  1.0037450172412832e+00  1.2551335410902440e+00
1220  1.0037450172412883e+00  1.2551902494118283e+00
1221  1.0037450172412845e+00  1.2558136427192064e+00
1222  1.0037450172412876e+00  1.2567605668829485e+00
1223  1.0037450172412867e+00  1.2564618634061078e+00
1224  1.0037450172412863e+00  1.2563379331693001e+00
1225  1.0037450172412830e+00  1.2566445079972843e+00
1226  1.0037450172412856e+00  1.2556897701787197e+00
1227  1.0037450172412865e+00  1.2560928480778879e+00
1228  1.0037450172412812e+00  1.2570512767686877e+00
1229  1.0037450172412856e+00  1.2572871965826140e+00
1230  1.0037450172412845e+00  1.2584408898717458e+00
1231  1.0037450172412858e+00  1.2588102973557769e+00
1232  1.0037450172412863e+00  1.2590130825475967e+00
1233  1.0037450172412878e+00  1.2589880837398615e+00
1234  1.0037450172412847e+00  1.2577777784205144e+00
1235  1.0037450172412861e+00  1.2572079115912556e+00
1236  1.0037450172412870e+00  1.2570933336391514e+00
1237  1.0037450172412838e+00  1.2575851151182962e+00
1238  1.0037450172412825e+00  1.2570883650425853e+00
1239  1.0037450172412827e+00  1.2572515277404315e+00
1240  1.0037450172412832e+00  1.2573839668166742e+00
1241  1.0037450172412907e+00  1.2552051822124224e+00
1242  1.0037450172412863e+00  1.2577362649098058e+00
1243  1.0037450172412830e+00  1.2578244755556265e+00
1244  1.0037450172412850e+00  1.2566417297867327e+00
1245  1.0037450172412874e+00  1.2569908500812492e+00
1246  1.0037450172412870e+00  1.2559751537194759e+00
1247  1.0037450172412796e+00  1.2552667679952920e+00
1248  1.0037450172412836e+00  1.2545118134436479e+00
1249  1.0037450172412885e+00  1.2557317471407643e+00
1250  1.0037450172412881e+00  1.2569494313265612e+00
1251  1.0037450172412852e+00  1.2575986620091790e+00
1252  1.0037450172412874e+00  1.2559371374841266e+00
1253  1.0037450172412841e+00  1.2564071366030567e+00
1254  1.0037450172412825e+00  1.2583234759005690e+00
1255  1.0037450172412852e+00  1.2579477346073358e+00
1256  1.0037450172412858e+00  1.2593540931958600e+00
1257  1.0037450172412865e+00  1.2589261345619931e+00
1258  1.0037450172412825e+00  1.2578181565036017e+00
1259  1.0037450172412821e+00  1.2591358217017907e+00
1260  1.0037450172412836e+00  1.2584755144889361e+00
1261  1.0037450172412874e+00  1.2594823314710277e+00
1262  1.0037450172412856e+00  1.2598664242243995e+00
1263  1.0037450172412874e+00  1.2607899505387912e+00
1264  1.0037450172412852e+00  1.2586962086332951e+00
1265  1.0037450172412854e+00  1.2577060823355872e+00
1266  1.0037450172412870e+00  1.2557421372101401e+00
1267  1.0037450172412847e+00  1.2546297202059291e+00
1268  1.0037450172412847e+00  1.2549903140161232e+00
1269  1.0037450172412812e+00  1.2570525570319202e+00
1270  1.0037450172412821e+00  1.2573772092051478e+00
1271  1.0037450172412841e+00  1.2562167604017769e+00
1272  1.0037450172412847e+00  1.2579821341868067e+00
1273  1.0037450172412830e+00  1.2567242065574624e+00
1274  1.0037450172412856e+00  1.2576257069262642e+00
1275  1.0037450172412863e+00  1.2562675617093224e+00
1276  1.0037450172412838e+00  1.2556510466235118e+00
1277  1.0037450172412874e+00  1.2553637237022814e+00
1278  1.0037450172412863e+00  1.2547792194491760e+00
1279  1.0037450172412838e+00  1.2539269707272294e+00
1280  1.0037450172412830e+00  1.2542365926650232e+00
1281  1.0037450172412838e+00  1.2542888203441940e+00
1282  1.0037450172412838e+00  1.2530687136251035e+00
1283  1.0037450172412838e+00  1.2545784816597745e+00
1284  1.0037450172412865e+00  1.2553887356518374e+00
1285  1.0037450172412874e+00  1.2526991842191619e+00
1286  1.0037450172412845e+00  1.2540267070700044e+00
1287  1.0037450172412847e+00  1.2525557286822990e+00
1288  1.0037450172412810e+00  1.2535460743729863e+00
1289  1.0037450172412841e+00  1.2517041467820904e+00
1290  1.0037450172412818e+00  1.2551127804638609e+00
1291  1.0037450172412832e+00  1.2547643022431718e+00
1292  1.0037450172412885e+00  1.2562321543047841e+00
1293  1.0037450172412838e+00  1.2552010500091115e+00
1294  1.0037450172412810e+00  1.2557138164164889e+00
1295  1.0037450172412858e+00  1.2553069711656439e+00
1296  1.0037450172412818e+00  1.2538320186215279e+00
1297  1.0037450172412821e+00  1.2549167457608734e+00
1298  1.0037450172412876e+00  1.2553528100464586e+00
1299  1.0037450172412847e+00  1.2544463181416776e+00
1300  1.0037450172412830e+00  1.2543182150362362e+00
1301  1.0037450172412865e+00  1.2562219012440852e+00
1302  1.0037450172412878e+00  1.2551623326178387e+00
1303  1.0037450172412843e+00  1.2544047133526193e+00
1304  1.0037450172412867e+00  1.2558755053902657e+00
1305  1.0037450172412845e+00  1.2546673846172178e+00
1306  1.0037450172412823e+00  1.2563098665305346e+00
1307  1.0037450172412816e+00  1.2578981386438783e+00
1308  1.0037450172412827e+00  1.2610010083639840e+00
1309  1.0037450172412843e+00  1.2584218848874593e+00
1310  1.0037450172412845e+00  1.2592643076675527e+00
1311  1.0037450172412874e+00  1.2594707567723413e+00
1312  1.0037450172412827e+00  1.2595980039996511e+00
1313  1.0037450172412861e+00  1.2590971333340497e+00
1314  1.0037450172412841e+00  1.2554686540160320e+00
1315  1.0037450172412821e+00  1.2557672559152742e+00
1316  1.0037450172412854e+00  1.2560039119659772e+00
1317  1.0037450172412854e+00  1.2581061796911284e+00
1318  1.0037450172412814e+00  1.2579621266124834e+00
1319  1.0037450172412812e+00  1.2588501795200142e+00
1320  1.0037450172412847e+00  1.2541606434641661e+00
1321  1.0037450172412836e+00  1.2571295408633916e+00
1322  1.0037450172412856e+00  1.2570905024901069e+00
1323  1.0037450172412830e+00  1.2573305722464008e+00
1324  1.0037450172412825e+00  1.2583737277283960e+00
1325  1.0037450172412827e+00  1.2577230116404661e+00
1326  1.0037450172412803e+00  1.2576942582247088e+00
1327  1.0037450172412812e+00  1.2596827018431183e+00
1328  1.0037450172412810e+00  1.2571775445343552e+00
1329  1.0037450172412816e+00  1.2575804678125393e+00
1330  1.0037450172412867e+00  1.2565898797122033e+00
1331  1.0037450172412847e+00  1.2566470910230683e+00
1332  1.0037450172412863e+00  1.2587560697949138e+00
1333  1.0037450172412852e+00  1.2578772082133709e+00
1334  1.0037450172412847e+00  1.2587410653410904e+00
1335  1.0037450172412870e+00  1.2575389880005550e+00
1336  1.0037450172412810e+00  1.2566828955644267e+00
1337  1.0037450172412841e+00  1.2588975326951151e+00
1338  1.0037450172412858e+00  1.2579240062299326e+00
1339  1.0037450172412845e+00  1.2579713080565020e+00
1340  1.0037450172412827e+00  1.2591572958095054e+00
1341  1.0037450172412858e+00  1.2566874281593505e+00
1342  1.0037450172412852e+00  1.2538986590877172e+00
1343  1.0037450172412836e+00  1.2552021808556559e+00
1344  1.0037450172412874e+00  1.2542993776148228e+00
1345  1.0037450172412818e+00  1.2547873752621665e+00
1346  1.0037450172412865e+00  1.2556447957748604e+00
1347  1.0037450172412876e+00  1.2566175714016870e+00
1348  1.0037450172412838e+00  1.2572434947367965e+00
1349  1.0037450172412878e+00  1.2565651530409139e+00
1350  1.0037450172412823e+00  1.2551121666377869e+00
1351  1.0037450172412814e+00  1.2580221714213942e+00
1352  1.0037450172412867e+00  1.2574070027961934e+00
1353  1.0037450172412856e+00  1.2587289765377099e+00
1354  1.0037450172412870e+00  1.2579151553349512e+00
1355  1.0037450172412843e+00  1.2552937079142965e+00
1356  1.0037450172412816e+00  1.2574086504009661e+00
1357  1.0037450172412812e+00  1.2571768832051757e+00
1358  1.0037450172412843e+00  1.2576346897227573e+00
1359  1.0037450172412836e+00  1.2559115208756184e+00
1360  1.0037450172412843e+00  1.2559429637289186e+00
1361  1.0037450172412858e+00  1.2561372794323644e+00
1362  1.0037450172412801e+00  1.2558302588629255e+00
1363  1.0037450172412892e+00  1.2548028301970633e+00
1364  1.0037450172412843e+00  1.2560949599809412e+00
1365  1.0037450172412847e+00  1.2576241930154286e+00
1366  1.0037450172412885e+00  1.2553508701051201e+00
1367  1.0037450172412818e+00  1.2558039728781121e+00
1368  1.0037450172412830e+00  1.2558699877413191e+00
1369  1.0037450172412863e+00  1.2564367243896262e+00
1370  1.0037450172412838e+00  1.2556518821108700e+00
1371  1.0037450172412847e+00  1.2553584783426812e+00
1372  1.0037450172412856e+00  1.2559509855190112e+00
1373  1.0037450172412823e+00  1.2531900861120508e+00
1374  1.0037450172412861e+00  1.2537597288531488e+00
1375  1.0037450172412803e+00  1.2551191811639886e+00
1376  1.0037450172412856e+00  1.2562285837650315e+00
1377  1.0037450172412830e+00  1.2563661354740225e+00
1378  1.0037450172412812e+00  1.2554063268441156e+00
1379  1.0037450172412854e+00  1.2554385689376983e+00
1380  1.0037450172412821e+00  1.2557120336694949e+00
1381  1.0037450172412845e+00  1.2562832148078953e+00
1382  1.0037450172412852e+00  1.2556555410181838e+00
1383  1.0037450172412858e+00  1.2550926804089679e+00
1384  1.0037450172412872e+00  1.2544796676144092e+00
1385  1.0037450172412790e+00  1.2554385348660058e+00
1386  1.0037450172412845e+00  1.2531754433091866e+00
1387  1.0037450172412878e+00  1.2533682135634920e+00
1388  1.0037450172412885e+00  1.2546639176129835e+00
1389  1.0037450172412834e+00  1.2553773604113150e+00
1390  1.0037450172412850e+00  1.2548774101643581e+00
1391  1.0037450172412858e+00  1.2532599434445975e+00
1392  1.0037450172412874e+00  1.2532303227533792e+00
1393  1.0037450172412858e+00  1.2521512904646290e+00
1394  1.0037450172412863e+00  1.2545345268333010e+00
1395  1.0037450172412818e+00  1.2534141665510958e+00
1396  1.0037450172412890e+00  1.2534526856394699e+00
1397  1.0037450172412838e+00  1.2535684098000874e+00
1398  1.0037450172412852e+00  1.2515552085174517e+00
1399  1.0037450172412810e+00  1.2533303858967006e+00
1400  1.0037450172412872e+00  1.2523889981393310e+00
1401  1.0037450172412850e+00  1.2522911061596937e+00
1402  1.0037450172412867e+00  1.2522793362866027e+00
1403  1.0037450172412847e+00  1.2509989871012364e+00
1404  1.0037450172412843e+00  1.2522227324918764e+00
1405  1.0037450172412832e+00  1.2544639089597336e+00
1406  1.0037450172412850e+00  1.2542810760939642e+00
1407  1.0037450172412823e+00  1.2554019734172317e+00
1408  1.0037450172412863e+00  1.2562258067676539e+00
1409  1.0037450172412841e+00  1.2546895092982382e+00
1410  1.0037450172412830e+00  1.2564674294775731e+00
1411  1.0037450172412890e+00  1.2551227100705473e+00
1412  1.0037450172412836e+00  1.2568791541402480e+00
1413  1.0037450172412854e+00  1.2581386627213573e+00
1414  1.0037450172412836e+00  1.2565431837620118e+00
1415  1.0037450172412834e+00  1.2556003627106598e+00
1416  1.0037450172412834e+00  1.2561753365039916e+00
1417  1.0037450172412845e+00  1.2541106526250225e+00
1418  1.0037450172412841e+00  1.2555929092047424e+00
1419  1.0037450172412854e+00  1.2550032822289132e+00
1420  1.0037450172412834e+00  1.2569474981379414e+00
1421  1.0037450172412838e+00  1.2586690818125792e+00
1422  1.0037450172412843e+00  1.2585077654568162e+00
1423  1.0037450172412863e+00  1.2558978675593975e+00
1424  1.0037450172412847e+00  1.2567654918388469e+00
1425  1.0037450172412838e+00  1.2565691510714223e+00
1426  1.0037450172412850e+00  1.2575306976448006e+00
1427  1.0037450172412827e+00  1.2572840986594107e+00
1428  1.0037450172412807e+00  1.2573614818699101e+00
1429  1.0037450172412852e+00  1.2564426656912193e+00
1430  1.0037450172412841e+00  1.2546059255870807e+00
1431  1.0037450172412874e+00  1.2552298484925406e+00
1432  1.0037450172412903e+00  1.2568402743099454e+00
1433  1.0037450172412890e+00  1.2557224063433754e+00
1434  1.0037450172412832e+00  1.2551915724741067e+00
1435  1.0037450172412863e+00  1.2546140046130170e+00
1436  1.0037450172412854e+00  1.2531068734059150e+00
1437  1.0037450172412832e+00  1.2510299257561026e+00
1438  1.0037450172412850e+00  1.2523224777207798e+00
1439  1.0037450172412825e+00  1.2533122506301475e+00
1440  1.0037450172412847e+00  1.2527572454823817e+00
1441  1.0037450172412887e+00  1.2515368447494535e+00
1442  1.0037450172412865e+00  1.2512077840762317e+00
1443  1.0037450172412852e+00  1.2532173537272273e+00
1444  1.0037450172412850e+00  1.2515705289413290e+00
1445  1.0037450172412850e+00  1.2532220703236427e+00
1446  1.0037450172412854e+00  1.2535739652100202e+00
1447  1.0037450172412876e+00  1.2550449324470905e+00
1448  1.0037450172412834e+00  1.2555707158331877e+00
1449  1.0037450172412841e+00  1.2562551328935623e+00
1450  1.0037450172412863e+00  1.2562318594786406e+00
1451  1.0037450172412823e+00  1.2583054637474180e+00
1452  1.0037450172412896e+00  1.2566683030610459e+00
1453  1.0037450172412836e+00  1.2561597970897875e+00
1454  1.0037450172412830e+00  1.2596264670367916e+00
1455  1.0037450172412827e+00  1.2574152794588711e+00
1456  1.0037450172412867e+00  1.2570892733685077e+00
1457  1.0037450172412830e+00  1.2558556583087934e+00
1458  1.0037450172412814e+00  1.2547511524240975e+00
1459  1.0037450172412878e+00  1.2563360672937653e+00
1460  1.0037450172412830e+00  1.2565752686311844e+00
1461  1.0037450172412830e+00  1.2573286521072895e+00
1462  1.0037450172412818e+00  1.2574353504484022e+00
1463  1.0037450172412801e+00  1.2582957195010946e+00
1464  1.0037450172412887e+00  1.2583424696005381e+00
1465  1.0037450172412838e+00  1.2595540990339793e+00
1466  1.0037450172412885e+00  1.2584211121153059e+00
1467  1.0037450172412872e+00  1.2594793570225247e+00
1468  1.0037450172412861e+00  1.2592968267031595e+00
1469  1.0037450172412841e+00  1.2610327173593858e+00
1470  1.0037450172412836e+00  1.2581027300488143e+00
1471  1.0037450172412876e+00  1.2573274949000901e+00
1472  1.0037450172412861e+00  1.2576633014638141e+00
1473  1.0037450172412865e+00  1.2578647461872157e+00
1474  1.0037450172412847e+00  1.2577579356918385e+00
1475  1.0037450172412843e+00  1.2568417685245039e+00
1476  1.0037450172412858e+00  1.2585274692097841e+00
1477  1.0037450172412801e+00  1.2573643753560866e+00
1478  1.0037450172412863e+00  1.2558385115346413e+00
1479  1.0037450172412865e+00  1.2559895847955136e+00
1480  1.0037450172412865e+00  1.2559999512327025e+00
1481  1.0037450172412832e+00  1.2553356401919518e+00
1482  1.0037450172412852e+00  1.2572449460444954e+00
1483  1.0037450172412854e+00  1.2554284316645217e+00
1484  1.0037450172412845e+00  1.2552732681319383e+00
1485  1.0037450172412872e+00  1.2549856648368392e+00
1486  1.0037450172412858e+00  1.2544183864960474e+00
1487  1.0037450172412843e+00  1.2555799902109619e+00
1488  1.0037450172412836e+00  1.2559516694255264e+00
1489  1.0037450172412858e+00  1.2566160533414057e+00
1490  1.0037450172412830e+00  1.2568514527820505e+00
1491  1.0037450172412807e+00  1.2567815455189295e+00
1492  1.0037450172412841e+00  1.2546721080380014e+00
1493  1.0037450172412861e+00  1.2545488797427367e+00
1494  1.0037450172412827e+00  1.2552480483703690e+00
1495  1.0037450172412843e+00  1.2551647605388239e+00
1496  1.0037450172412845e+00  1.2537890055437471e+00
1497  1.0037450172412852e+00  1.2549386142830743e+00
1498  1.0037450172412801e+00  1.2557712289300036e+00
1499  1.0037450172412838e+00  1.2527452715687302e+00
1500  1.0037450172412858e+00  1.2564694839769111e+00
1501  1.0037450172412890e+00  1.2578396627897479e+00
1502  1.0037450172412830e+00  1.2574020514110613e+00
1503  1.0037450172412834e+00  1.2568097451359050e+00
1504  1.0037450172412845e+00  1.2571591184925388e+00
1505  1.0037450172412823e+00  1.2571280092652455e+00
1506  1.0037450172412870e+00  1.2570296219520942e+00
1507  1.0037450172412823e+00  1.2585563457475504e+00
1508  1.0037450172412865e+00  1.2568084204060885e+00
1509  1.0037450172412872e+00  1.2557450498871587e+00
1510  1.0037450172412876e+00  1.2577713685437144e+00
1511  1.0037450172412843e+00  1.2552572909174675e+00
1512  1.0037450172412843e+00  1.2533356668127811e+00
1513  1.0037450172412830e+00  1.2538158698563198e+00
1514  1.0037450172412772e+00  1.2557298092464164e+00
1515  1.0037450172412850e+00  1.2533998816618674e+00
1516  1.0037450172412838e+00  1.2527832719217593e+00
1517  1.0037450172412843e+00  1.2538302671283466e+00
1518  1.0037450172412850e+00  1.2561031902344753e+00
1519  1.0037450172412838e+00  1.2574466707490795e+00
1520  1.0037450172412852e+00  1.2539957663160521e+00
1521  1.0037450172412850e+00  1.2538182282075578e+00
1522  1.0037450172412845e+00  1.2516974325954391e+00
1523  1.0037450172412854e+00  1.2515197057254228e+00
1524  1.0037450172412854e+00  1.2519007067556378e+00
1525  1.0037450172412810e+00  1.2521273466145848e+00
1526  1.0037450172412818e+00  1.2521567306281320e+00
1527  1.0037450172412912e+00  1.2543721099399665e+00
1528  1.0037450172412841e+00  1.2555154122316408e+00
1529  1.0037450172412834e+00  1.2549971138991578e+00
1530  1.0037450172412872e+00  1.2547426211901276e+00
1531  1.0037450172412872e+00  1.2554252651912381e+00
1532  1.0037450172412843e+00  1.2577996905545068e+00
1533  1.0037450172412838e+00  1.2578733268438995e+00
1534  1.0037450172412858e+00  1.2554871797934237e+00
1535  1.0037450172412841e+00  1.2554310680583987e+00
1536  1.0037450172412847e+00  1.2549812308620192e+00
1537  1.0037450172412854e+00  1.2559771568589158e+00
1538  1.0037450172412870e+00  1.2538807369782292e+00
1539  1.0037450172412832e+00  1.2535478534002300e+00
1540  1.0037450172412823e+00  1.2545659919648073e+00
1541  1.0037450172412841e+00  1.2523585182223000e+00
1542  1.0037450172412823e+00  1.2532590210995327e+00
1543  1.0037450172412836e+00  1.2529409712946153e+00
1544  1.0037450172412858e+00  1.2548500691911084e+00
1545  1.0037450172412861e+00  1.2562213768190176e+00
1546  1.0037450172412847e+00  1.2559890199135975e+00
1547  1.0037450172412854e+00  1.2577815542944952e+00
1548  1.0037450172412903e+00  1.2568516198136646e+00
1549  1.0037450172412854e+00  1.2568756292688914e+00
1550  1.0037450172412847e+00  1.2583054655663866e+00
1551  1.0037450172412883e+00  1.2597878175386084e+00
1552  1.0037450172412827e+00  1.2575490122614368e+00
1553  1.0037450172412827e+00  1.2615487922911728e+00
1554  1.0037450172412830e+00  1.2577120243628452e+00
1555  1.0037450172412841e+00  1.2604900351236636e+00
1556  1.0037450172412816e+00  1.2571554185940266e+00
1557  1.0037450172412872e+00  1.2568100291865205e+00
1558  1.0037450172412867e+00  1.2575927028031100e+00
1559  1.0037450172412838e+00  1.2574822867539881e+00
1560  1.0037450172412852e+00  1.2564942939200514e+00
1561  1.0037450172412830e+00  1.2568250368710601e+00
1562  1.0037450172412830e+00  1.2568680623603470e+00
1563  1.0037450172412870e+00  1.2555037733182253e+00
1564  1.0037450172412845e+00  1.2564983543152382e+00
1565  1.0037450172412854e+00  1.2558723549432780e+00
1566  1.0037450172412847e+00  1.2566490434190802e+00
1567  1.0037450172412872e+00  1.2546504534523304e+00
1568  1.0037450172412876e+00  1.2548929846106285e+00
1569  1.0037450172412850e+00  1.2577192157109942e+00
1570  1.0037450172412867e+00  1.2580706449477468e+00
1571  1.0037450172412876e+00  1.2556701854186110e+00
1572  1.0037450172412890e+00  1.2556628773769662e+00
1573  1.0037450172412825e+00  1.2547018500786677e+00
1574  1.0037450172412863e+00  1.2543622089932178e+00
1575  1.0037450172412814e+00  1.2557178709775789e+00
1576  1.0037450172412805e+00  1.2551676143778816e+00
1577  1.0037450172412830e+00  1.2552839416344779e+00
1578  1.0037450172412847e+00  1.2559980240654336e+00
1579  1.0037450172412816e+00  1.2574526680698175e+00
1580  1.0037450172412836e+00  1.2588415773785504e+00
1581  1.0037450172412830e+00  1.2552386806505278e+00
1582  1.0037450172412818e+00  1.2537407724656866e+00
1583  1.0037450172412810e+00  1.2565353208794403e+00
1584  1.0037450172412838e+00  1.2585423749062661e+00
1585  1.0037450172412803e+00  1.2559969333608287e+00
1586  1.0037450172412861e+00  1.2593451370902704e+00
1587  1.0037450172412823e+00  1.2578679647018245e+00
1588  1.0037450172412856e+00  1.2570728330059748e+00
1589  1.0037450172412836e+00  1.2571834002159918e+00
1590  1.0037450172412852e+00  1.2589505158214798e+00
1591  1.0037450172412916e+00  1.2579739802540837e+00
1592  1.0037450172412852e+00  1.2566565236071499e+00
1593  1.0037450172412854e+00  1.2554426746277292e+00
1594  1.0037450172412838e+00  1.2563711932194421e+00
1595  1.0037450172412898e+00  1.2564454490417987e+00
1596  1.0037450172412827e+00  1.2559173792323066e+00
1597  1.0037450172412850e+00  1.2566274912411834e+00
1598  1.0037450172412861e+00  1.2550542953467554e+00
1599  1.0037450172412852e+00  1.2558639400507556e+00
1600  1.0037450172412818e+00  1.2545413976288524e+00
1601  1.0037450172412825e+00  1.2532013785485634e+00
1602  1.0037450172412838e+00  1.2543528135156332e+00
1603  1.0037450172412816e+00  1.2551474415076924e+00
1604  1.0037450172412858e+00  1.2554089263038644e+00
1605  1.0037450172412847e+00  1.2550016948895113e+00
1606  1.0037450172412865e+00  1.2551472618195048e+00
1607  1.0037450172412858e+00  1.2565323229926990e+00
1608  1.0037450172412870e+00  1.2565275128814219e+00
1609  1.0037450172412847e+00  1.2550391942561125e+00
1610  1.0037450172412870e+00  1.2562762669756753e+00
1611  1.0037450172412852e+00  1.2546916284054133e+00
1612  1.0037450172412836e+00  1.2531499920333165e+00
1613  1.0037450172412836e+00  1.2543155483195620e+00
1614  1.0037450172412798e+00  1.2543542824604408e+00
1615  1.0037450172412830e+00  1.2566355277616965e+00
1616  1.0037450172412894e+00  1.2548052093539483e+00
1617  1.0037450172412827e+00  1.2526060447864733e+00
1618  1.0037450172412825e+00  1.2550272932136302e+00
1619  1.0037450172412856e+00  1.2535476347779437e+00
1620  1.0037450172412810e+00  1.2539732016772829e+00
1621  1.0037450172412865e+00  1.2542263908024331e+00
1622  1.0037450172412836e+00  1.2516686074009711e+00
1623  1.0037450172412825e+00  1.2526582461748583e+00
1624  1.0037450172412836e+00  1.2525672709310500e+00
1625  1.0037450172412894e+00  1.2521427472883506e+00
1626  1.0037450172412836e+00  1.2515406459659726e+00
1627  1.0037450172412863e+00  1.2515002233067327e+00
1628  1.0037450172412832e+00  1.2532996081648695e+00
1629  1.0037450172412843e+00  1.2545821506010770e+00
1630  1.0037450172412838e+00  1.2531496789180627e+00
1631  1.0037450172412792e+00  1.2570464594139630e+00
1632  1.0037450172412872e+00  1.2538776642170015e+00
1633  1.0037450172412816e+00  1.2523515119539079e+00
1634  1.0037450172412832e+00  1.2545996752729720e+00
1635  1.0037450172412796e+00  1.2552679580606454e+00
1636  1.0037450172412847e+00  1.2523054242825253e+00
1637  1.0037450172412858e+00  1.2531185733017693e+00
1638  1.0037450172412881e+00  1.2531659157817039e+00
1639  1.0037450172412905e+00  1.2527961328426842e+00
1640  1.0037450172412856e+00  1.2537722312427910e+00
1641  1.0037450172412838e+00  1.2519506380244365e+00
1642  1.0037450172412870e+00  1.2521191886430534e+00
1643  1.0037450172412852e+00  1.2532258159786018e+00
1644  1.0037450172412821e+00  1.2538989193861887e+00
1645  1.0037450172412852e+00  1.2541021959411791e+00
1646  1.0037450172412858e+00  1.2527018113473072e+00
1647  1.0037450172412865e+00  1.2535560466500597e+00
1648  1.0037450172412841e+00  1.2530018328836414e+00
1649  1.0037450172412872e+00  1.2521797469581688e+00
1650  1.0037450172412845e+00  1.2522254862508135e+00
1651  1.0037450172412834e+00  1.2550553982512491e+00
1652  1.0037450172412812e+00  1.2550166509524625e+00
1653  1.0037450172412887e+00  1.2544044193021229e+00
1654  1.0037450172412812e+00  1.2545820265992975e+00
1655  1.0037450172412843e+00  1.2556985233989597e+00
1656  1.0037450172412843e+00  1.2547743032632339e+00
1657  1.0037450172412821e+00  1.2560254696815232e+00
1658  1.0037450172412781e+00  1.2579196577670322e+00
1659  1.0037450172412818e+00  1.2564744601875957e+00
1660  1.0037450172412832e+00  1.2581267990437446e+00
1661  1.0037450172412810e+00  1.2587060526797831e+00
1662  1.0037450172412825e+00  1.2563667615028045e+00
1663  1.0037450172412825e+00  1.2562539042550165e+00
1664  1.0037450172412856e+00  1.2558060503585899e+00
1665  1.0037450172412865e+00  1.2552773076664641e+00
1666  1.0037450172412821e+00  1.2516729225087919e+00
1667  1.0037450172412843e+00  1.2521987314793985e+00
1668  1.0037450172412885e+00  1.2523746989052449e+00
1669  1.0037450172412856e+00  1.2538286358584811e+00
1670  1.0037450172412830e+00  1.2521043478424851e+00
1671  1.0037450172412898e+00  1.2543986636152709e+00
1672  1.0037450172412836e+00  1.2553896484203191e+00
1673  1.0037450172412830e+00  1.2548675132925782e+00
1674  1.0037450172412865e+00  1.2546916804221746e+00
1675  1.0037450172412881e+00  1.2526318692371354e+00
1676  1.0037450172412856e+00  1.2519375645669493e+00
1677  1.0037450172412856e+00  1.2511627529177938e+00
