step	Energy 					Momentum
2270  1.0037450172412852e+00  1.2574176456573840e+00
2271  1.0037450172412856e+00  1.2555033967341622e+00
2272  1.0037450172412845e+00  1.2571961124191782e+00
2273  1.0037450172412887e+00  1.2558300276546921e+00
2274  1.0037450172412821e+00  1.2556432117156091e+00
2275  1.0037450172412818e+00  1.2555823844010723e+00
2276  1.0037450172412847e+00  1.2579409646481923e+00
2277  1.0037450172412818e+00  1.2587529288939718e+00
2278  1.0037450172412818e+00  1.2580138889709269e+00
2279  1.0037450172412843e+00  1.2603371728905373e+00
2280  1.0037450172412861e+00  1.2570707783482966e+00
2281  1.0037450172412827e+00  1.2535784262457605e+00
2282  1.0037450172412852e+00  1.2541652088442803e+00
2283  1.0037450172412854e+00  1.2567276623090309e+00
2284  1.0037450172412841e+00  1.2574425683130261e+00
2285  1.0037450172412787e+00  1.2566625395906013e+00
2286  1.0037450172412854e+00  1.2548910098342909e+00
2287  1.0037450172412874e+00  1.2546103158020188e+00
2288  1.0037450172412870e+00  1.2550709461544194e+00
2289  1.0037450172412852e+00  1.2547349558609859e+00
2290  1.0037450172412870e+00  1.2541159430800470e+00
2291  1.0037450172412905e+00  1.2547085393814181e+00
2292  1.0037450172412850e+00  1.2539347716703306e+00
2293  1.0037450172412867e+00  1.2555645132380919e+00
2294  1.0037450172412872e+00  1.2546725827584606e+00
2295  1.0037450172412838e+00  1.2543733171372615e+00
2296  1.0037450172412843e+00  1.2528964414926314e+00
2297  1.0037450172412836e+00  1.2541981667283515e+00
2298  1.0037450172412832e+00  1.2534587444730203e+00
2299  1.0037450172412856e+00  1.2549148413783247e+00
2300  1.0037450172412832e+00  1.2543514524734332e+00
2301  1.0037450172412881e+00  1.2528076325608464e+00
2302  1.0037450172412847e+00  1.2532699618473173e+00
2303  1.0037450172412847e+00  1.2512214102456978e+00
2304  1.0037450172412872e+00  1.2508608786022277e+00
2305  1.0037450172412852e+00  1.2530098374319929e+00
2306  1.0037450172412834e+00  1.2548794101412308e+00
2307  1.0037450172412867e+00  1.2575262717881583e+00
2308  1.0037450172412838e+00  1.2567627375677155e+00
2309  1.0037450172412832e+00  1.2566738961914854e+00
2310  1.0037450172412838e+00  1.2580265371077124e+00
2311  1.0037450172412830e+00  1.2579440347239619e+00
2312  1.0037450172412838e+00  1.2567491008607905e+00
2313  1.0037450172412856e+00  1.2559700218435115e+00
2314  1.0037450172412865e+00  1.2559517375449760e+00
2315  1.0037450172412834e+00  1.2543684364920571e+00
2316  1.0037450172412841e+00  1.2537883122218321e+00
2317  1.0037450172412832e+00  1.2528806751103929e+00
2318  1.0037450172412816e+00  1.2516817883582081e+00
2319  1.0037450172412874e+00  1.2534465102761738e+00
2320  1.0037450172412863e+00  1.2524392366272081e+00
2321  1.0037450172412838e+00  1.2513413341964903e+00
2322  1.0037450172412812e+00  1.2518590003961834e+00
2323  1.0037450172412821e+00  1.2525036288548850e+00
2324  1.0037450172412843e+00  1.2542424893606858e+00
2325  1.0037450172412856e+00  1.2560198967429821e+00
2326  1.0037450172412850e+00  1.2556242432717575e+00
2327  1.0037450172412827e+00  1.2550834738444971e+00
2328  1.0037450172412852e+00  1.2542466666173382e+00
2329  1.0037450172412847e+00  1.2567493137092587e+00
2330  1.0037450172412845e+00  1.2568814109066637e+00
2331  1.0037450172412867e+00  1.2557937541753239e+00
2332  1.0037450172412874e+00  1.2553273449279385e+00
2333  1.0037450172412865e+00  1.2570250347914016e+00
2334  1.0037450172412856e+00  1.2549530477563178e+00
2335  1.0037450172412852e+00  1.2564360944191879e+00
2336  1.0037450172412830e+00  1.2557163844449621e+00
2337  1.0037450172412818e+00  1.2550788923224934e+00
2338  1.0037450172412870e+00  1.2553974672081605e+00
2339  1.0037450172412807e+00  1.2538667282858666e+00
2340  1.0037450172412863e+00  1.2546972272778654e+00
2341  1.0037450172412825e+00  1.2533457069904377e+00
2342  1.0037450172412847e+00  1.2560088384884092e+00
2343  1.0037450172412858e+00  1.2555558956827646e+00
2344  1.0037450172412872e+00  1.2556144579078081e+00
2345  1.0037450172412812e+00  1.2555986231430829e+00
2346  1.0037450172412903e+00  1.2545813545589599e+00
2347  1.0037450172412854e+00  1.2537885503087420e+00
2348  1.0037450172412836e+00  1.2539169217292983e+00
2349  1.0037450172412854e+00  1.2535391054647687e+00
2350  1.0037450172412887e+00  1.2555623252414918e+00
2351  1.0037450172412858e+00  1.2575418496662867e+00
2352  1.0037450172412858e+00  1.2559355938971555e+00
2353  1.0037450172412847e+00  1.2546179497258034e+00
2354  1.0037450172412821e+00  1.2565190827290584e+00
2355  1.0037450172412843e+00  1.2555458487951703e+00
2356  1.0037450172412856e+00  1.2557173454531712e+00
2357  1.0037450172412856e+00  1.2553413893518746e+00
2358  1.0037450172412841e+00  1.2549792580749120e+00
2359  1.0037450172412838e+00  1.2551992751238119e+00
2360  1.0037450172412843e+00  1.2537176986895373e+00
2361  1.0037450172412892e+00  1.2544140370454944e+00
2362  1.0037450172412870e+00  1.2544726054576329e+00
2363  1.0037450172412845e+00  1.2573577454919327e+00
2364  1.0037450172412856e+00  1.2564085177406656e+00
2365  1.0037450172412890e+00  1.2570104878710544e+00
2366  1.0037450172412872e+00  1.2570762023265256e+00
2367  1.0037450172412832e+00  1.2579471640965980e+00
2368  1.0037450172412858e+00  1.2576049324739587e+00
2369  1.0037450172412865e+00  1.2557056108845166e+00
2370  1.0037450172412858e+00  1.2548751352243406e+00
2371  1.0037450172412832e+00  1.2537713126081362e+00
2372  1.0037450172412830e+00  1.2523024604639721e+00
2373  1.0037450172412823e+00  1.2540532278707723e+00
2374  1.0037450172412872e+00  1.2534389097788721e+00
2375  1.0037450172412825e+00  1.2523468466300136e+00
2376  1.0037450172412858e+00  1.2521270272888381e+00
2377  1.0037450172412830e+00  1.2534451306777807e+00
2378  1.0037450172412847e+00  1.2515191754946562e+00
2379  1.0037450172412852e+00  1.2526763302349788e+00
2380  1.0037450172412856e+00  1.2520140515011660e+00
2381  1.0037450172412856e+00  1.2535971630502141e+00
2382  1.0037450172412807e+00  1.2548056708131523e+00
2383  1.0037450172412843e+00  1.2576759406015141e+00
2384  1.0037450172412856e+00  1.2564259927662076e+00
2385  1.0037450172412845e+00  1.2567993080658610e+00
2386  1.0037450172412867e+00  1.2569738213428585e+00
2387  1.0037450172412852e+00  1.2584050720707212e+00
2388  1.0037450172412883e+00  1.2591028716474051e+00
2389  1.0037450172412856e+00  1.2568319052725021e+00
2390  1.0037450172412807e+00  1.2594002484693463e+00
2391  1.0037450172412894e+00  1.2584457817833998e+00
2392  1.0037450172412854e+00  1.2590069923173097e+00
2393  1.0037450172412847e+00  1.2575108641117962e+00
2394  1.0037450172412832e+00  1.2573459742607176e+00
2395  1.0037450172412872e+00  1.2575060376224472e+00
2396  1.0037450172412878e+00  1.2568210483323186e+00
2397  1.0037450172412854e+00  1.2570145858266639e+00
2398  1.0037450172412850e+00  1.2561814519883554e+00
2399  1.0037450172412838e+00  1.2551380920664057e+00
2400  1.0037450172412805e+00  1.2534185628487047e+00
2401  1.0037450172412823e+00  1.2539649111588191e+00
2402  1.0037450172412843e+00  1.2548629694314362e+00
2403  1.0037450172412867e+00  1.2543146093068109e+00
2404  1.0037450172412823e+00  1.2560186630406638e+00
2405  1.0037450172412834e+00  1.2547876049339957e+00
2406  1.0037450172412792e+00  1.2547339180965833e+00
2407  1.0037450172412827e+00  1.2549256406097711e+00
2408  1.0037450172412834e+00  1.2564057755376707e+00
2409  1.0037450172412832e+00  1.2554414287073994e+00
2410  1.0037450172412865e+00  1.2539598538910397e+00
2411  1.0037450172412836e+00  1.2570780459133664e+00
2412  1.0037450172412827e+00  1.2576676954119956e+00
2413  1.0037450172412845e+00  1.2555718232680124e+00
2414  1.0037450172412836e+00  1.2576752080390554e+00
2415  1.0037450172412852e+00  1.2569385647976234e+00
2416  1.0037450172412836e+00  1.2596741961082094e+00
2417  1.0037450172412883e+00  1.2590889718651779e+00
2418  1.0037450172412854e+00  1.2585262534978783e+00
2419  1.0037450172412836e+00  1.2570852795799661e+00
2420  1.0037450172412838e+00  1.2563368246733218e+00
2421  1.0037450172412856e+00  1.2562916049762778e+00
2422  1.0037450172412847e+00  1.2573752740306134e+00
2423  1.0037450172412803e+00  1.2569509924861826e+00
2424  1.0037450172412843e+00  1.2575899447236878e+00
2425  1.0037450172412858e+00  1.2579622976417533e+00
2426  1.0037450172412834e+00  1.2576981479330500e+00
2427  1.0037450172412870e+00  1.2582700197486729e+00
2428  1.0037450172412834e+00  1.2572848752561898e+00
2429  1.0037450172412850e+00  1.2588065389056404e+00
2430  1.0037450172412856e+00  1.2581191558148475e+00
2431  1.0037450172412825e+00  1.2582608106998969e+00
2432  1.0037450172412834e+00  1.2608279978641754e+00
2433  1.0037450172412836e+00  1.2599005825516847e+00
2434  1.0037450172412845e+00  1.2583831535803471e+00
2435  1.0037450172412845e+00  1.2577984887160638e+00
2436  1.0037450172412852e+00  1.2566043085235592e+00
2437  1.0037450172412825e+00  1.2533915946282952e+00
2438  1.0037450172412843e+00  1.2570558982795204e+00
2439  1.0037450172412858e+00  1.2557088355307993e+00
2440  1.0037450172412850e+00  1.2530534203398276e+00
2441  1.0037450172412847e+00  1.2549879937436057e+00
2442  1.0037450172412843e+00  1.2548433711676219e+00
2443  1.0037450172412825e+00  1.2566859588680281e+00
2444  1.0037450172412856e+00  1.2583026062109344e+00
2445  1.0037450172412845e+00  1.2571797738452071e+00
2446  1.0037450172412827e+00  1.2545680636971190e+00
2447  1.0037450172412872e+00  1.2556481280484313e+00
2448  1.0037450172412845e+00  1.2561359926911475e+00
2449  1.0037450172412847e+00  1.2534239920436321e+00
2450  1.0037450172412841e+00  1.2547607847216198e+00
2451  1.0037450172412863e+00  1.2554741653542003e+00
2452  1.0037450172412878e+00  1.2554988490240264e+00
2453  1.0037450172412838e+00  1.2552514536502279e+00
2454  1.0037450172412881e+00  1.2556293333257236e+00
2455  1.0037450172412883e+00  1.2560697362331186e+00
2456  1.0037450172412843e+00  1.2548965409857560e+00
2457  1.0037450172412885e+00  1.2543914447585807e+00
2458  1.0037450172412807e+00  1.2548730987913030e+00
2459  1.0037450172412845e+00  1.2544978749480071e+00
2460  1.0037450172412874e+00  1.2522643095349824e+00
2461  1.0037450172412825e+00  1.2540495163706142e+00
2462  1.0037450172412872e+00  1.2533759301997798e+00
2463  1.0037450172412865e+00  1.2537375990077713e+00
2464  1.0037450172412872e+00  1.2549304882852705e+00
2465  1.0037450172412845e+00  1.2559783669453402e+00
2466  1.0037450172412838e+00  1.2565648566986167e+00
2467  1.0037450172412865e+00  1.2571199545762117e+00
2468  1.0037450172412845e+00  1.2577097997883566e+00
2469  1.0037450172412843e+00  1.2566454363640218e+00
2470  1.0037450172412827e+00  1.2547953733940327e+00
2471  1.0037450172412834e+00  1.2530101669141238e+00
2472  1.0037450172412834e+00  1.2542983030674872e+00
2473  1.0037450172412874e+00  1.2514348303977612e+00
2474  1.0037450172412830e+00  1.2550164125626919e+00
2475  1.0037450172412867e+00  1.2541075623861793e+00
2476  1.0037450172412823e+00  1.2526727726069131e+00
2477  1.0037450172412796e+00  1.2525878343158356e+00
2478  1.0037450172412863e+00  1.2533295960141926e+00
2479  1.0037450172412865e+00  1.2543387836588795e+00
2480  1.0037450172412827e+00  1.2529694388440584e+00
2481  1.0037450172412852e+00  1.2531219930474724e+00
2482  1.0037450172412852e+00  1.2547121855371248e+00
2483  1.0037450172412865e+00  1.2526285609741092e+00
2484  1.0037450172412854e+00  1.2531536178123452e+00
2485  1.0037450172412836e+00  1.2534747821619980e+00
2486  1.0037450172412863e+00  1.2513242141080254e+00
2487  1.0037450172412841e+00  1.2515211835526399e+00
2488  1.0037450172412818e+00  1.2531110181228819e+00
2489  1.0037450172412856e+00  1.2528148978901195e+00
2490  1.0037450172412812e+00  1.2527335850788031e+00
2491  1.0037450172412854e+00  1.2542288488628306e+00
2492  1.0037450172412854e+00  1.2559337003038054e+00
2493  1.0037450172412872e+00  1.2550321412145211e+00
2494  1.0037450172412852e+00  1.2536096711942184e+00
2495  1.0037450172412841e+00  1.2544778505352563e+00
2496  1.0037450172412878e+00  1.2559028046932694e+00
2497  1.0037450172412830e+00  1.2569488154745687e+00
2498  1.0037450172412827e+00  1.2542529865960512e+00
2499  1.0037450172412821e+00  1.2539539153064028e+00
2500  1.0037450172412830e+00  1.2526051665329523e+00
2501  1.0037450172412838e+00  1.2538432138714652e+00
2502  1.0037450172412850e+00  1.2510552059959905e+00
2503  1.0037450172412850e+00  1.2519754656714099e+00
2504  1.0037450172412841e+00  1.2526046656364629e+00
2505  1.0037450172412850e+00  1.2546837304860063e+00
2506  1.0037450172412850e+00  1.2542543130865160e+00
2507  1.0037450172412825e+00  1.2539753911764557e+00
2508  1.0037450172412850e+00  1.2555206078128673e+00
2509  1.0037450172412858e+00  1.2549841440880649e+00
2510  1.0037450172412925e+00  1.2550601540918462e+00
2511  1.0037450172412843e+00  1.2560321307398699e+00
2512  1.0037450172412830e+00  1.2561023798657422e+00
2513  1.0037450172412843e+00  1.2562908596797366e+00
2514  1.0037450172412858e+00  1.2539578688707895e+00
2515  1.0037450172412858e+00  1.2529775620307375e+00
2516  1.0037450172412838e+00  1.2541113075755681e+00
2517  1.0037450172412909e+00  1.2515381586057741e+00
2518  1.0037450172412843e+00  1.2515648789660101e+00
2519  1.0037450172412870e+00  1.2538090058822100e+00
2520  1.0037450172412863e+00  1.2568845850705785e+00
2521  1.0037450172412878e+00  1.2568737010693347e+00
2522  1.0037450172412863e+00  1.2581634463251690e+00
2523  1.0037450172412874e+00  1.2587396970222344e+00
2524  1.0037450172412825e+00  1.2593512783207061e+00
2525  1.0037450172412870e+00  1.2563446209496330e+00
2526  1.0037450172412838e+00  1.2593310846657040e+00
2527  1.0037450172412825e+00  1.2561107373066154e+00
2528  1.0037450172412836e+00  1.2574731397552936e+00
2529  1.0037450172412865e+00  1.2578818418681752e+00
2530  1.0037450172412785e+00  1.2586905934608392e+00
2531  1.0037450172412863e+00  1.2584219375989918e+00
2532  1.0037450172412838e+00  1.2568450353011489e+00
2533  1.0037450172412807e+00  1.2543003741096825e+00
2534  1.0037450172412858e+00  1.2577698367555632e+00
2535  1.0037450172412852e+00  1.2579117035338865e+00
2536  1.0037450172412816e+00  1.2571097498433415e+00
2537  1.0037450172412843e+00  1.2550408660702099e+00
2538  1.0037450172412870e+00  1.2581968729569113e+00
2539  1.0037450172412801e+00  1.2569579085320925e+00
2540  1.0037450172412841e+00  1.2570108790567964e+00
2541  1.0037450172412856e+00  1.2578120573205323e+00
2542  1.0037450172412841e+00  1.2558215783118485e+00
2543  1.0037450172412867e+00  1.2548347060732910e+00
2544  1.0037450172412836e+00  1.2568020233753090e+00
2545  1.0037450172412852e+00  1.2560397762954663e+00
2546  1.0037450172412856e+00  1.2569048917737586e+00
2547  1.0037450172412847e+00  1.2556871841562989e+00
2548  1.0037450172412867e+00  1.2554382522415539e+00
2549  1.0037450172412870e+00  1.2550151303165420e+00
2550  1.0037450172412885e+00  1.2547302595884644e+00
2551  1.0037450172412852e+00  1.2565325406209245e+00
2552  1.0037450172412832e+00  1.2544913099776989e+00
2553  1.0037450172412843e+00  1.2581038158331794e+00
2554  1.0037450172412814e+00  1.2551241303178313e+00
2555  1.0037450172412847e+00  1.2559745344935975e+00
2556  1.0037450172412845e+00  1.2535173768902381e+00
2557  1.0037450172412858e+00  1.2554187993840449e+00
2558  1.0037450172412836e+00  1.2576597477323046e+00
2559  1.0037450172412867e+00  1.2555390140667715e+00
2560  1.0037450172412847e+00  1.2543041529166792e+00
2561  1.0037450172412838e+00  1.2555810208352560e+00
2562  1.0037450172412847e+00  1.2556411570848487e+00
2563  1.0037450172412863e+00  1.2570121607316822e+00
2564  1.0037450172412856e+00  1.2557558512216798e+00
2565  1.0037450172412836e+00  1.2566438205979933e+00
2566  1.0037450172412807e+00  1.2575584773544108e+00
2567  1.0037450172412858e+00  1.2561832276104852e+00
2568  1.0037450172412841e+00  1.2535067212800677e+00
2569  1.0037450172412909e+00  1.2538172853959491e+00
2570  1.0037450172412872e+00  1.2546244084969240e+00
2571  1.0037450172412845e+00  1.2540497494952068e+00
2572  1.0037450172412861e+00  1.2546133293487123e+00
2573  1.0037450172412883e+00  1.2556420351122195e+00
2574  1.0037450172412847e+00  1.2555015104157283e+00
2575  1.0037450172412854e+00  1.2535821300752821e+00
2576  1.0037450172412821e+00  1.2551650947974584e+00
2577  1.0037450172412865e+00  1.2545180574142756e+00
2578  1.0037450172412894e+00  1.2550855902926834e+00
2579  1.0037450172412887e+00  1.2553533181676815e+00
2580  1.0037450172412850e+00  1.2555264605263463e+00
2581  1.0037450172412854e+00  1.2555746862798056e+00
2582  1.0037450172412867e+00  1.2552597967855301e+00
2583  1.0037450172412856e+00  1.2543407442636063e+00
2584  1.0037450172412856e+00  1.2546334600428914e+00
2585  1.0037450172412841e+00  1.2544586808558191e+00
2586  1.0037450172412854e+00  1.2524513346452704e+00
2587  1.0037450172412847e+00  1.2549992829857783e+00
2588  1.0037450172412905e+00  1.2565304401189066e+00
2589  1.0037450172412825e+00  1.2566788614255648e+00
2590  1.0037450172412827e+00  1.2559519753467947e+00
2591  1.0037450172412843e+00  1.2577394232889341e+00
2592  1.0037450172412881e+00  1.2585571546267138e+00
2593  1.0037450172412854e+00  1.2582148690540669e+00
2594  1.0037450172412805e+00  1.2551880298340252e+00
2595  1.0037450172412836e+00  1.2556561314085961e+00
2596  1.0037450172412836e+00  1.2567477406806971e+00
2597  1.0037450172412872e+00  1.2560647124772963e+00
2598  1.0037450172412843e+00  1.2568118610208281e+00
2599  1.0037450172412838e+00  1.2576542711388650e+00
2600  1.0037450172412847e+00  1.2556396108641006e+00
2601  1.0037450172412854e+00  1.2553687436341396e+00
2602  1.0037450172412854e+00  1.2567435806335649e+00
2603  1.0037450172412838e+00  1.2584503200695345e+00
2604  1.0037450172412847e+00  1.2574926073081496e+00
2605  1.0037450172412841e+00  1.2572896425344822e+00
2606  1.0037450172412843e+00  1.2556945498241217e+00
2607  1.0037450172412832e+00  1.2563913862160407e+00
2608  1.0037450172412865e+00  1.2565077928967161e+00
2609  1.0037450172412872e+00  1.2555587359975213e+00
2610  1.0037450172412794e+00  1.2573490198406621e+00
2611  1.0037450172412881e+00  1.2556196181780908e+00
2612  1.0037450172412823e+00  1.2569948076011854e+00
2613  1.0037450172412843e+00  1.2560404878480869e+00
2614  1.0037450172412830e+00  1.2555996078105613e+00
2615  1.0037450172412852e+00  1.2544169410859165e+00
2616  1.0037450172412861e+00  1.2524071491612205e+00
2617  1.0037450172412858e+00  1.2534666671999535e+00
2618  1.0037450172412876e+00  1.2560072657656567e+00
2619  1.0037450172412854e+00  1.2538019012067214e+00
2620  1.0037450172412841e+00  1.2527256372197215e+00
2621  1.0037450172412845e+00  1.2552657257808952e+00
2622  1.0037450172412827e+00  1.2553816179056441e+00
2623  1.0037450172412823e+00  1.2545233223078118e+00
2624  1.0037450172412825e+00  1.2537818739837916e+00
2625  1.0037450172412850e+00  1.2545496367035620e+00
2626  1.0037450172412845e+00  1.2515016360102189e+00
2627  1.0037450172412810e+00  1.2507367115654875e+00
2628  1.0037450172412825e+00  1.2508894212997093e+00
2629  1.0037450172412856e+00  1.2524138719540820e+00
2630  1.0037450172412894e+00  1.2539978030477663e+00
2631  1.0037450172412830e+00  1.2554321843652361e+00
2632  1.0037450172412896e+00  1.2544346165052154e+00
2633  1.0037450172412823e+00  1.2552964162611118e+00
2634  1.0037450172412876e+00  1.2544452909592170e+00
2635  1.0037450172412816e+00  1.2563755265263998e+00
2636  1.0037450172412865e+00  1.2551717049062296e+00
2637  1.0037450172412872e+00  1.2558510310331021e+00
2638  1.0037450172412834e+00  1.2544631388691680e+00
2639  1.0037450172412821e+00  1.2562608000017261e+00
2640  1.0037450172412783e+00  1.2559315868066228e+00
2641  1.0037450172412872e+00  1.2552032256923704e+00
2642  1.0037450172412832e+00  1.2561758924445854e+00
2643  1.0037450172412876e+00  1.2541487244938212e+00
2644  1.0037450172412876e+00  1.2540634490533371e+00
2645  1.0037450172412858e+00  1.2559933548587001e+00
2646  1.0037450172412818e+00  1.2557759270784448e+00
2647  1.0037450172412845e+00  1.2544491923212655e+00
2648  1.0037450172412883e+00  1.2544196340311862e+00
2649  1.0037450172412827e+00  1.2544784348754339e+00
2650  1.0037450172412858e+00  1.2550276278629193e+00
2651  1.0037450172412856e+00  1.2546896199186519e+00
2652  1.0037450172412825e+00  1.2542469609868010e+00
2653  1.0037450172412807e+00  1.2562653107149522e+00
2654  1.0037450172412830e+00  1.2563826348545732e+00
2655  1.0037450172412838e+00  1.2570361778339889e+00
2656  1.0037450172412838e+00  1.2574966017149178e+00
2657  1.0037450172412887e+00  1.2571468840716278e+00
2658  1.0037450172412874e+00  1.2566613220557639e+00
2659  1.0037450172412863e+00  1.2566344814557144e+00
2660  1.0037450172412812e+00  1.2528620327648199e+00
2661  1.0037450172412858e+00  1.2538239444317865e+00
2662  1.0037450172412830e+00  1.2517577672335454e+00
2663  1.0037450172412843e+00  1.2535075748919691e+00
2664  1.0037450172412834e+00  1.2545543725134771e+00
2665  1.0037450172412836e+00  1.2520279223542294e+00
2666  1.0037450172412858e+00  1.2529014269391785e+00
2667  1.0037450172412823e+00  1.2538860449558855e+00
2668  1.0037450172412870e+00  1.2559387652679301e+00
2669  1.0037450172412841e+00  1.2559216085424996e+00
2670  1.0037450172412845e+00  1.2543688029308446e+00
2671  1.0037450172412872e+00  1.2563200515097435e+00
2672  1.0037450172412865e+00  1.2557702321662771e+00
2673  1.0037450172412825e+00  1.2556763492660170e+00
2674  1.0037450172412845e+00  1.2553705968170175e+00
2675  1.0037450172412876e+00  1.2550542872019559e+00
2676  1.0037450172412838e+00  1.2554506019603591e+00
2677  1.0037450172412818e+00  1.2571530276057699e+00
2678  1.0037450172412838e+00  1.2561756860810087e+00
2679  1.0037450172412834e+00  1.2562941420826133e+00
2680  1.0037450172412816e+00  1.2582109857240478e+00
2681  1.0037450172412836e+00  1.2573622993727123e+00
2682  1.0037450172412856e+00  1.2571107175619209e+00
2683  1.0037450172412852e+00  1.2566285683475651e+00
2684  1.0037450172412854e+00  1.2577683983982719e+00
2685  1.0037450172412845e+00  1.2577781298245101e+00
2686  1.0037450172412896e+00  1.2564936269207851e+00
2687  1.0037450172412863e+00  1.2571984873473587e+00
2688  1.0037450172412854e+00  1.2558130525460096e+00
2689  1.0037450172412850e+00  1.2561468365971973e+00
2690  1.0037450172412850e+00  1.2540437705635656e+00
2691  1.0037450172412816e+00  1.2533233356391382e+00
2692  1.0037450172412865e+00  1.2551080553769922e+00
2693  1.0037450172412838e+00  1.2530479680966276e+00
2694  1.0037450172412845e+00  1.2526210692145949e+00
2695  1.0037450172412841e+00  1.2532708079300765e+00
2696  1.0037450172412810e+00  1.2501567949476931e+00
2697  1.0037450172412847e+00  1.2530724929029347e+00
2698  1.0037450172412836e+00  1.2548876684878834e+00
2699  1.0037450172412821e+00  1.2551899863275395e+00
2700  1.0037450172412876e+00  1.2558991291339212e+00
2701  1.0037450172412836e+00  1.2563683977058548e+00
2702  1.0037450172412850e+00  1.2563598311811848e+00
2703  1.0037450172412885e+00  1.2541907996140869e+00
2704  1.0037450172412841e+00  1.2551242624420058e+00
2705  1.0037450172412810e+00  1.2542930895036817e+00
2706  1.0037450172412878e+00  1.2539051637672223e+00
2707  1.0037450172412858e+00  1.2563483091442689e+00
2708  1.0037450172412823e+00  1.2534316162830372e+00
2709  1.0037450172412861e+00  1.2545861501641662e+00
2710  1.0037450172412850e+00  1.2527183239875401e+00
2711  1.0037450172412843e+00  1.2574328552684380e+00
2712  1.0037450172412830e+00  1.2589491579619807e+00
2713  1.0037450172412870e+00  1.2580657795820209e+00
2714  1.0037450172412805e+00  1.2575216838909022e+00
2715  1.0037450172412881e+00  1.2571871529888876e+00
2716  1.0037450172412807e+00  1.2570590200078597e+00
2717  1.0037450172412830e+00  1.2556377432812584e+00
2718  1.0037450172412823e+00  1.2558752384271323e+00
2719  1.0037450172412874e+00  1.2555898415770212e+00
2720  1.0037450172412836e+00  1.2542653170890257e+00
2721  1.0037450172412843e+00  1.2549201100204115e+00
2722  1.0037450172412874e+00  1.2545199860256333e+00
2723  1.0037450172412867e+00  1.2557090422120383e+00
2724  1.0037450172412850e+00  1.2546558511675991e+00
2725  1.0037450172412861e+00  1.2561421819005001e+00
2726  1.0037450172412852e+00  1.2538697660282192e+00
2727  1.0037450172412847e+00  1.2532384036817932e+00
2728  1.0037450172412843e+00  1.2534623626528376e+00
2729  1.0037450172412852e+00  1.2523647386453962e+00
2730  1.0037450172412847e+00  1.2538888140873639e+00
2731  1.0037450172412847e+00  1.2549123593737566e+00
2732  1.0037450172412841e+00  1.2551518070357011e+00
2733  1.0037450172412852e+00  1.2546370450079456e+00
2734  1.0037450172412850e+00  1.2553206162331452e+00
2735  1.0037450172412834e+00  1.2542952850043587e+00
2736  1.0037450172412847e+00  1.2554688138607091e+00
2737  1.0037450172412847e+00  1.2543512110402912e+00
2738  1.0037450172412863e+00  1.2564582672880056e+00
2739  1.0037450172412865e+00  1.2577692304378882e+00
2740  1.0037450172412821e+00  1.2576885074266917e+00
2741  1.0037450172412854e+00  1.2559272593428892e+00
2742  1.0037450172412852e+00  1.2553058103148518e+00
2743  1.0037450172412836e+00  1.2558713440293034e+00
2744  1.0037450172412825e+00  1.2559165459038484e+00
2745  1.0037450172412834e+00  1.2574582104932033e+00
2746  1.0037450172412865e+00  1.2559096470398612e+00
2747  1.0037450172412807e+00  1.2541738409725307e+00
2748  1.0037450172412818e+00  1.2560807688932880e+00
2749  1.0037450172412883e+00  1.2557975513422963e+00
2750  1.0037450172412836e+00  1.2544232844711249e+00
2751  1.0037450172412825e+00  1.2567870324915809e+00
2752  1.0037450172412834e+00  1.2536733181204089e+00
2753  1.0037450172412805e+00  1.2542389278776209e+00
2754  1.0037450172412890e+00  1.2557033782283431e+00
2755  1.0037450172412870e+00  1.2549903025083604e+00
2756  1.0037450172412834e+00  1.2565505040005802e+00
2757  1.0037450172412830e+00  1.2548887997324416e+00
2758  1.0037450172412827e+00  1.2543578471632078e+00
2759  1.0037450172412838e+00  1.2531891409653295e+00
2760  1.0037450172412832e+00  1.2535256378612789e+00
2761  1.0037450172412874e+00  1.2557364379208908e+00
2762  1.0037450172412865e+00  1.2542239048699930e+00
2763  1.0037450172412801e+00  1.2554091275131223e+00
2764  1.0037450172412876e+00  1.2551446390567813e+00
2765  1.0037450172412858e+00  1.2560379184313117e+00
2766  1.0037450172412832e+00  1.2563883474764110e+00
2767  1.0037450172412852e+00  1.2554656075215502e+00
2768  1.0037450172412858e+00  1.2558218167715542e+00
2769  1.0037450172412894e+00  1.2562301502258801e+00
2770  1.0037450172412832e+00  1.2559583413610238e+00
2771  1.0037450172412843e+00  1.2539975563565522e+00
2772  1.0037450172412867e+00  1.2540704123728146e+00
2773  1.0037450172412825e+00  1.2562792736389736e+00
2774  1.0037450172412812e+00  1.2571360995218943e+00
2775  1.0037450172412825e+00  1.2557757046336551e+00
2776  1.0037450172412881e+00  1.2544664822266258e+00
2777  1.0037450172412858e+00  1.2557064349169218e+00
2778  1.0037450172412834e+00  1.2558714827706186e+00
2779  1.0037450172412843e+00  1.2545410873043339e+00
2780  1.0037450172412854e+00  1.2536103069848596e+00
2781  1.0037450172412876e+00  1.2532535519408783e+00
2782  1.0037450172412838e+00  1.2539394593639066e+00
2783  1.0037450172412850e+00  1.2550241021844921e+00
2784  1.0037450172412834e+00  1.2545248890418139e+00
2785  1.0037450172412850e+00  1.2541122625947170e+00
2786  1.0037450172412863e+00  1.2541026966254627e+00
2787  1.0037450172412858e+00  1.2552836597660351e+00
